product_category_en,review_score,order_purchase_timestamp,review
furniture_decor,3,2018-08-06,Bad
telephony,5,2017-05-01,Good
sports_leisure,5,2018-01-11,Good
construction_tools_construction,5,2018-08-17,Good
construction_tools_construction,5,2018-08-17,Good
construction_tools_construction,5,2018-08-17,Good
books_general_interest,5,2018-01-22,Good
perfumery,5,2017-10-18,Good
health_beauty,5,2018-04-22,Good
computers_accessories,1,2018-05-12,Bad
party_supplies,5,2018-08-01,Good
toys,5,2017-05-24,Good
toys,5,2017-05-24,Good
telephony,3,2017-03-05,Bad
computers_accessories,5,2017-11-14,Good
housewares,5,2018-08-20,Good
cool_stuff,5,2018-01-11,Good
housewares,5,2017-10-24,Good
watches_gifts,5,2018-04-25,Good
bed_bath_table,5,2017-09-26,Good
bed_bath_table,5,2017-09-26,Good
health_beauty,1,2017-04-10,Bad
perfumery,4,2017-11-13,Good
bed_bath_table,5,2017-10-14,Good
bed_bath_table,5,2017-11-26,Good
housewares,1,2018-01-09,Bad
home_confort,5,2018-05-26,Good
furniture_decor,5,2018-06-27,Good
bed_bath_table,5,2018-08-16,Good
sports_leisure,5,2018-03-30,Good
housewares,4,2018-01-29,Good
sports_leisure,5,2017-06-04,Good
toys,5,2017-09-27,Good
,5,2017-12-16,Good
watches_gifts,5,2017-02-20,Good
telephony,5,2017-07-18,Good
agro_industry_and_commerce,5,2017-08-30,Good
agro_industry_and_commerce,5,2017-08-30,Good
agro_industry_and_commerce,5,2017-08-30,Good
agro_industry_and_commerce,5,2017-08-30,Good
electronics,5,2017-03-25,Good
electronics,5,2017-12-01,Good
watches_gifts,4,2018-04-05,Good
consoles_games,3,2018-07-11,Bad
industry_commerce_and_business,5,2018-02-17,Good
garden_tools,1,2017-11-27,Bad
garden_tools,1,2017-11-27,Bad
auto,4,2018-04-17,Good
computers_accessories,4,2018-06-07,Good
watches_gifts,5,2018-06-08,Good
luggage_accessories,4,2018-02-09,Good
consoles_games,3,2017-10-11,Bad
kitchen_dining_laundry_garden_furniture,5,2018-02-01,Good
,4,2018-06-14,Good
auto,2,2017-07-31,Bad
,1,2017-04-25,Bad
bed_bath_table,1,2018-03-14,Bad
bed_bath_table,1,2018-03-14,Bad
health_beauty,5,2017-06-23,Good
auto,5,2017-09-23,Good
health_beauty,2,2018-07-09,Bad
sports_leisure,4,2018-06-25,Good
sports_leisure,4,2018-06-25,Good
auto,4,2018-05-04,Good
health_beauty,3,2018-02-03,Bad
health_beauty,3,2018-02-03,Bad
health_beauty,5,2017-08-31,Good
electronics,5,2017-09-13,Good
computers_accessories,4,2017-04-20,Good
construction_tools_construction,1,2017-08-29,Bad
bed_bath_table,2,2017-06-30,Bad
telephony,5,2017-11-29,Good
bed_bath_table,5,2018-08-09,Good
computers_accessories,5,2018-01-22,Good
bed_bath_table,5,2018-04-25,Good
garden_tools,5,2017-05-10,Good
toys,5,2017-05-12,Good
housewares,1,2017-08-06,Bad
perfumery,5,2018-03-23,Good
watches_gifts,5,2017-07-07,Good
furniture_decor,1,2018-03-09,Bad
furniture_decor,1,2018-03-09,Bad
watches_gifts,2,2018-04-30,Bad
computers_accessories,5,2018-04-08,Good
bed_bath_table,2,2017-08-01,Bad
electronics,2,2018-02-10,Bad
small_appliances,5,2018-03-26,Good
computers_accessories,5,2017-10-22,Good
baby,5,2017-08-30,Good
toys,4,2018-05-10,Good
watches_gifts,5,2018-02-01,Good
electronics,4,2018-03-16,Good
furniture_decor,5,2017-08-15,Good
baby,5,2018-07-24,Good
baby,5,2018-07-24,Good
auto,5,2018-07-05,Good
garden_tools,5,2018-04-24,Good
garden_tools,5,2018-04-24,Good
garden_tools,4,2018-02-08,Good
computers_accessories,4,2017-05-13,Good
fashion_bags_accessories,1,2018-01-22,Bad
electronics,1,2018-03-02,Bad
sports_leisure,5,2018-08-22,Good
food,5,2017-01-27,Good
furniture_decor,4,2017-09-07,Good
furniture_decor,4,2017-09-07,Good
furniture_decor,4,2017-09-07,Good
garden_tools,5,2018-05-04,Good
garden_tools,5,2018-05-04,Good
telephony,5,2017-11-24,Good
luggage_accessories,4,2017-10-19,Good
luggage_accessories,3,2018-04-04,Bad
fashion_bags_accessories,5,2018-02-01,Good
furniture_decor,3,2018-05-03,Bad
construction_tools_safety,5,2017-11-04,Good
bed_bath_table,5,2017-10-06,Good
,5,2017-05-16,Good
garden_tools,5,2017-05-07,Good
housewares,5,2017-03-28,Good
sports_leisure,5,2018-02-14,Good
sports_leisure,4,2018-02-14,Good
garden_tools,5,2017-10-25,Good
perfumery,5,2017-03-13,Good
bed_bath_table,5,2017-11-08,Good
bed_bath_table,5,2017-11-08,Good
furniture_decor,4,2017-09-27,Good
health_beauty,5,2018-07-05,Good
computers_accessories,5,2018-06-06,Good
sports_leisure,4,2017-06-19,Good
cool_stuff,3,2018-04-20,Bad
health_beauty,5,2017-10-22,Good
perfumery,3,2017-10-28,Bad
auto,5,2017-07-16,Good
auto,5,2017-07-16,Good
toys,3,2018-05-20,Bad
garden_tools,5,2017-04-17,Good
bed_bath_table,3,2018-08-11,Bad
bed_bath_table,3,2018-08-11,Bad
health_beauty,2,2018-07-25,Bad
toys,4,2017-10-24,Good
health_beauty,5,2017-02-06,Good
bed_bath_table,1,2018-01-17,Bad
cool_stuff,5,2018-01-25,Good
housewares,1,2017-06-18,Bad
bed_bath_table,3,2018-08-09,Bad
toys,4,2017-12-01,Good
auto,5,2018-04-09,Good
computers_accessories,5,2017-07-13,Good
computers_accessories,5,2017-07-13,Good
cool_stuff,5,2017-07-18,Good
perfumery,5,2017-07-26,Good
sports_leisure,5,2017-07-26,Good
watches_gifts,4,2018-07-29,Good
bed_bath_table,1,2018-01-03,Bad
housewares,5,2018-03-09,Good
housewares,5,2018-03-09,Good
housewares,5,2018-03-09,Good
housewares,5,2018-03-09,Good
housewares,1,2017-08-19,Bad
housewares,1,2017-08-19,Bad
housewares,1,2017-08-19,Bad
housewares,1,2017-08-19,Bad
housewares,1,2017-08-19,Bad
bed_bath_table,5,2018-06-12,Good
home_appliances,4,2018-04-26,Good
computers_accessories,5,2018-06-24,Good
baby,4,2018-08-05,Good
perfumery,2,2018-05-09,Bad
computers_accessories,5,2017-11-01,Good
computers_accessories,5,2017-11-01,Good
electronics,1,2018-01-26,Bad
bed_bath_table,4,2018-01-26,Good
computers_accessories,5,2017-04-09,Good
telephony,1,2018-01-18,Bad
watches_gifts,2,2017-11-23,Bad
stationery,5,2018-05-15,Good
watches_gifts,5,2017-09-09,Good
auto,5,2017-03-06,Good
auto,5,2017-03-06,Good
telephony,4,2018-08-07,Good
cool_stuff,5,2017-09-17,Good
stationery,5,2018-01-09,Good
health_beauty,5,2017-12-26,Good
kitchen_dining_laundry_garden_furniture,4,2018-06-15,Good
telephony,5,2018-06-17,Good
baby,3,2017-11-07,Bad
watches_gifts,4,2018-07-30,Good
cool_stuff,5,2018-01-23,Good
bed_bath_table,5,2018-05-24,Good
perfumery,1,2017-04-06,Bad
office_furniture,1,2017-01-31,Bad
office_furniture,1,2017-01-31,Bad
housewares,4,2017-10-02,Good
furniture_decor,5,2017-09-12,Good
telephony,2,2017-06-08,Bad
furniture_decor,3,2017-02-23,Bad
computers_accessories,1,2017-08-05,Bad
books_general_interest,5,2017-11-19,Good
home_confort,5,2017-07-01,Good
furniture_decor,5,2018-06-21,Good
telephony,1,2018-02-08,Bad
bed_bath_table,5,2017-06-14,Good
sports_leisure,5,2018-05-03,Good
bed_bath_table,4,2018-03-15,Good
housewares,4,2017-05-13,Good
pet_shop,5,2018-04-18,Good
cool_stuff,3,2017-04-13,Bad
small_appliances,5,2018-01-23,Good
small_appliances,5,2018-01-23,Good
cool_stuff,5,2017-04-06,Good
kitchen_dining_laundry_garden_furniture,4,2018-01-09,Good
watches_gifts,5,2017-09-03,Good
stationery,5,2017-11-27,Good
computers_accessories,1,2017-10-04,Bad
furniture_decor,5,2017-01-14,Good
telephony,5,2017-09-15,Good
cool_stuff,3,2018-01-27,Bad
sports_leisure,5,2018-05-30,Good
furniture_decor,5,2018-01-02,Good
computers_accessories,5,2018-07-18,Good
fixed_telephony,4,2017-07-04,Good
housewares,5,2017-06-24,Good
bed_bath_table,3,2017-08-28,Bad
furniture_decor,4,2018-04-27,Good
watches_gifts,3,2018-03-19,Bad
housewares,5,2017-10-17,Good
housewares,5,2017-10-17,Good
computers_accessories,5,2017-07-07,Good
housewares,3,2017-07-11,Bad
housewares,3,2017-07-11,Bad
sports_leisure,5,2017-12-25,Good
sports_leisure,5,2017-12-25,Good
computers_accessories,5,2017-08-15,Good
computers_accessories,5,2017-08-15,Good
bed_bath_table,2,2017-12-14,Bad
computers_accessories,5,2017-12-16,Good
cine_photo,5,2018-05-15,Good
cine_photo,5,2018-05-15,Good
health_beauty,5,2018-03-25,Good
health_beauty,5,2018-03-25,Good
home_confort,5,2017-05-23,Good
home_confort,5,2017-05-23,Good
computers_accessories,4,2018-06-14,Good
furniture_decor,4,2018-03-06,Good
telephony,1,2018-02-14,Bad
health_beauty,5,2017-11-18,Good
air_conditioning,1,2018-03-05,Bad
garden_tools,5,2017-12-30,Good
bed_bath_table,3,2017-11-12,Bad
bed_bath_table,3,2017-11-12,Bad
food,5,2017-03-16,Good
sports_leisure,5,2018-08-01,Good
bed_bath_table,5,2018-07-11,Good
furniture_decor,3,2017-11-25,Bad
perfumery,1,2017-05-11,Bad
housewares,5,2017-09-01,Good
health_beauty,5,2017-10-19,Good
health_beauty,5,2017-10-19,Good
cool_stuff,5,2017-10-15,Good
home_appliances,5,2018-06-24,Good
cool_stuff,5,2017-07-23,Good
auto,5,2018-06-28,Good
sports_leisure,2,2018-08-15,Bad
sports_leisure,2,2018-08-15,Bad
health_beauty,5,2018-04-03,Good
computers_accessories,2,2018-01-13,Bad
fashion_bags_accessories,5,2017-10-25,Good
perfumery,5,2017-11-24,Good
stationery,5,2018-08-22,Good
cool_stuff,5,2017-08-10,Good
auto,5,2018-06-16,Good
auto,5,2018-06-16,Good
cool_stuff,5,2018-06-15,Good
books_general_interest,5,2018-07-29,Good
computers_accessories,4,2018-06-12,Good
computers_accessories,5,2018-05-22,Good
electronics,5,2018-01-06,Good
furniture_decor,5,2017-09-01,Good
construction_tools_construction,1,2018-05-27,Bad
bed_bath_table,5,2017-11-16,Good
telephony,1,2018-07-26,Bad
perfumery,5,2017-12-08,Good
furniture_decor,4,2017-12-21,Good
housewares,5,2018-02-10,Good
computers_accessories,5,2018-01-02,Good
sports_leisure,4,2018-05-08,Good
perfumery,5,2017-11-04,Good
health_beauty,5,2018-03-22,Good
computers_accessories,5,2018-03-26,Good
toys,5,2017-10-29,Good
baby,2,2017-08-10,Bad
luggage_accessories,5,2017-04-02,Good
sports_leisure,3,2017-07-25,Bad
furniture_decor,1,2018-05-08,Bad
furniture_decor,1,2018-05-08,Bad
watches_gifts,5,2017-10-16,Good
fashion_underwear_beach,4,2017-11-27,Good
bed_bath_table,4,2018-06-11,Good
industry_commerce_and_business,1,2018-03-26,Bad
computers_accessories,5,2017-05-21,Good
cool_stuff,1,2017-04-04,Bad
furniture_decor,5,2018-04-01,Good
garden_tools,4,2017-03-23,Good
garden_tools,4,2017-03-23,Good
garden_tools,4,2017-03-23,Good
home_construction,4,2018-07-20,Good
housewares,3,2018-06-17,Bad
office_furniture,3,2018-04-12,Bad
telephony,5,2017-09-15,Good
watches_gifts,5,2018-01-23,Good
auto,1,2018-05-16,Bad
fashion_male_clothing,1,2017-05-19,Bad
fashion_male_clothing,1,2017-05-19,Bad
telephony,3,2018-01-18,Bad
housewares,1,2018-01-23,Bad
furniture_decor,4,2017-11-26,Good
furniture_decor,4,2017-11-26,Good
perfumery,5,2018-08-05,Good
baby,5,2018-03-01,Good
computers_accessories,4,2017-09-14,Good
perfumery,3,2017-02-09,Bad
food_drink,5,2017-11-05,Good
health_beauty,4,2018-07-19,Good
agro_industry_and_commerce,4,2018-02-28,Good
,5,2018-04-24,Good
auto,1,2018-06-08,Bad
auto,1,2018-06-08,Bad
pet_shop,1,2018-03-23,Bad
industry_commerce_and_business,5,2018-07-18,Good
housewares,3,2017-05-29,Bad
bed_bath_table,3,2017-05-29,Bad
garden_tools,1,2017-11-29,Bad
sports_leisure,4,2018-01-16,Good
housewares,5,2018-03-11,Good
sports_leisure,1,2018-03-12,Bad
housewares,5,2018-06-26,Good
toys,5,2018-01-09,Good
sports_leisure,5,2018-08-04,Good
pet_shop,5,2018-03-01,Good
housewares,5,2017-06-25,Good
furniture_decor,2,2018-03-12,Bad
computers_accessories,5,2018-01-05,Good
musical_instruments,5,2018-01-03,Good
toys,5,2017-11-08,Good
bed_bath_table,3,2018-01-31,Bad
sports_leisure,5,2017-01-17,Good
office_furniture,2,2018-02-06,Bad
office_furniture,2,2018-02-06,Bad
office_furniture,2,2018-02-06,Bad
furniture_decor,5,2017-02-26,Good
furniture_decor,5,2017-02-26,Good
drinks,4,2017-12-21,Good
sports_leisure,5,2017-06-06,Good
bed_bath_table,5,2017-05-28,Good
auto,5,2017-03-22,Good
telephony,1,2018-03-21,Bad
bed_bath_table,1,2018-02-22,Bad
bed_bath_table,1,2018-02-22,Bad
health_beauty,5,2018-08-16,Good
,5,2018-02-12,Good
bed_bath_table,5,2017-05-17,Good
bed_bath_table,5,2017-05-17,Good
garden_tools,4,2018-03-08,Good
bed_bath_table,3,2017-07-25,Bad
